"name","x","y","z"
"Kyloall KR-N c9-425",-8993.78125,-161.03125,21096
"Smojou DX-B d13-57",5506.34375,254.40625,3916.71875
"Praei Bre NL-P d5-16",19118.15625,-15.21875,51935.15625
"Pueloi PA-A d185",5038.34375,34.53125,13069
"Preou Auscs XE-Q b5-0",26962.96875,65.3125,41313.625
"Shrogea YW-V c2-1656",895.21875,230.9375,20828.6875
"Dryooe Prou PS-N c9-1357",-9031.40625,-160.9375,21125
"Slenguia LF-D c29-0",7655.21875,1220.125,10416.46875
"Iwhaind CA-A f2507",-3051.96875,-1155.03125,32336.46875
"Hypuae Audst QX-U e2-2921",911.125,1426.15625,25120.375
"Praei Bre RS-C b26-2",19078.90625,-12.78125,51989.15625
"Blu Thua MA-A d62",960.0625,52.25,1558.09375
"Plaa Aescs UM-Y b58-0",-1407.8125,561.6875,7882.34375
"Pueloi DG-A c5",5024,27.53125,13021.90625
"Preou Auscs JM-V b2-2",26925.125,55.84375,41243.4375
"Dryooe Prou SY-L c10-1534",-9068.03125,-156.84375,21154.75
"Greae Hype JG-O b10-3",4677.65625,-501.4375,13250.0625
"Phroea Byoea YC-Z b46-2",5072.625,-309.125,37069.25
"Blaa Dryou TE-Y d1-35",4090.9375,-579.75,4219.40625
"Iwhaind CA-A f4828",-3052.96875,-1161.5625,32334.84375
"Smojou BT-F c25-9",5504.34375,255.15625,3889.28125
"IC 1396 Sector OM-Q b20-0",-2420.03125,15.4375,-500.375
"Qiedeau CS-J d9-8",162.40625,-739.03125,-5368.6875
"Boelts GC-B d1-456",-7264.1875,-82.15625,15696.1875
"Preou Auscs VT-A b3",26879.8125,62.03125,41177.59375
"Dryooe Prou WE-K c11-2235",-9100.875,-156,21188.90625
"Preia Phoe EI-R d5-189",-5170.875,-447,10989.625
"Synuefuae JY-E b58-2",5567.8125,-224.59375,179.03125
"Hypuae Audst XI-A c14-0",866.875,1420.03125,25174.21875
"Praei Bre UX-L d7-7",19012.21875,-3.9375,52101.625
"Blau Aed QX-W b56-5",5016.5,21.40625,12972.28125
"Smojou HU-D c26-14",5516.28125,246.96875,3898.65625
"Hyuqo QO-G b14-2",21.09375,-548.9375,35091.03125
"Hyuqo VK-W d2-1073",24.59375,-548.125,35040.09375
"Hyuqo RE-Y d1-569",25.09375,-541.3125,34989.1875
"Shrogea HK-A d2096",893.21875,179.78125,20767.59375
"Dryooe Prou ZK-I c12-901",-9136.78125,-154.8125,21219.6875
"Plae Auscs NM-Z c27-1",26855.90625,58.75,41101.40625
"Phroea Byoea BD-Z b46-4",5130.0625,-316.90625,37064.09375
"Praei Bre WY-S e3-4",18962.9375,2.5,52145.625
"Iwhaind ML-Y d630",-3049.75,-1181.125,32339.34375
"Swoidai YG-K b3",5626.71875,-208.84375,218.59375
"Hypuae Audst PC-M d7-2038",831.09375,1413.6875,25233.8125
"Phraa Pra WB-S d5-121",-10.15625,-1435.84375,26343.53125
"Prieluia XX-J c9-25",955.6875,328.8125,8296.6875
"Shrogea RP-A c3391",890.125,123.90625,20710.65625
"Blau Aed HL-A b55-7",4995.71875,21.28125,12927.34375
"Oochosy OS-K c24-0",4179.40625,-340.75,-1304.3125
"Boelts PU-V d3-3411",-7427.75,-100.8125,15973.4375
"Dryooe Prou YK-I c12-221",-9169.6875,-153.78125,21253.9375
"Smojou ZQ-D d12-64",5508.1875,258.53125,3876.875
"Hypunua LW-C c26-14",26808.125,43.5625,41038.375
"Slenguia FK-C d14-1",7698.71875,1206.65625,10435.625
"Hypuae Audst VY-S e3-2936",791.21875,1402.71875,25290
"Musca Dark Region LF-C a14-1",368.96875,-25.65625,303.46875
"Swoilz ZU-J a8-4",311,-44.3125,297.78125
"Oochosy FY-G d11-16",4192.25,-394.71875,-1308.59375
"Blau Aed AU-D b53-10",4981,14.78125,12879.53125
"Plaa Trua OR-N d6-1",900.1875,1263,-504.625
"Hypunua LL-J b50-0",26757.25,40.125,40976.125
"NGC 4609 Sector VU-N d7-13",3612.5,287.34375,2234.09375
"Phroea Byoea DM-M c23-20",5188.1875,-315.75,37071.9375
"Slenguia FK-C d14-0",7711.96875,1224.71875,10454
"Swoidai JT-G b2-0",5678.09375,-213.59375,269.34375
"Praei Bre XD-K d8-36",18929.34375,2.21875,52199.34375
"Iwhaind CA-A f1852",-3032.15625,-1193.65625,32334.75
"Oochosy KG-W b47-0",4218.1875,-439.28125,-1321.59375
"Blau Aed PM-H b51-7",4957.46875,21.4375,12835.5625
"Phraa Pra PN-K c11-313",-4.15625,-1371.25,26317.8125
"Hypunua VI-I c23-4",26725.28125,56.3125,40904.125
"Hypuae Audst WO-I d9-587",757.4375,1390.59375,25349.53125
"Praea Ais DA-A c0",7738.4375,1259.4375,10455.3125
"Blu Thua WH-O b6-3",984.125,49.40625,1635.875
"Plaa Aescs JX-A d14-0",-1414.9375,559.625,7887.0625
"Boelts IJ-O d7-2407",-7549.40625,-192.3125,16253.34375
"Greou Dryiae GQ-A b6-4",15743.3125,-124.1875,5460.25
"Swoidai XL-B b5-2",5720.6875,-222.78125,327.40625
"Smojou BT-F c25-16",5520.875,256.1875,3876.90625
"Iwhaind CA-A f2304",-3020.40625,-1197.3125,32332.21875
"Blaa Dryou TZ-X d1-0",3881.625,-596.25,4239.53125
"Blau Aed CU-M b48-14",4939.59375,27.40625,12789.9375
"Eodgosly MF-C b43-1",-10019.40625,540.15625,11379.15625
"Juenae YK-P d5-6331",1.34375,-1303.9375,26301.65625
"Oochosy QW-V b47-0",4257.5,-479.96875,-1321.875
"Plaa Trua MW-N d6-0",898.125,1342.96875,-498.625
"Blae Hypai ZV-T d4-84",8176.375,-125.0625,12203.78125
"Hypoae Ain XA-F c11-2",-5031.6875,32.0625,-5697.78125
"Hypunua FU-V b43-0",26679.96875,54.0625,40840.09375
"Hypuae Audst VO-I d9-1155",725.28125,1379.6875,25410.4375
"Iwhaind FA-A e3814",-3029.28125,-1195.5625,32327.15625
"Ogairy VL-X b56-67",888.84375,75.125,20647.5
"Preia Phoe GA-W b57-2",-5053.125,-1148.15625,11702.84375
"Phipoae PG-O b9-0",15528.65625,614.15625,27307.84375
"Phipoae ZH-V b5-0",15518.65625,595.40625,27217.6875
"Phipoae EF-P b10-0",16311.375,882.34375,27317.4375
"Floadu RS-I b1-1",22599.78125,-194.375,14316.875
"Blu Thua GS-W c1-18",1000.40625,33.875,1614.21875
"Phipoae LL-C c1-1",16307.96875,884.6875,27158.65625
"Blaa Dryou ED-Y c2-2",3894.25,-553.3125,4181.5
"Phipoae XD-X c3-1",16309.34375,883.6875,27284.65625
"Prieluia YB-A b16-4",948.78125,399.15625,8250.4375
"Floadu EX-A d1-30",21916.6875,-122.5,14385.625
"Phipoae NO-X c2-2",15532.59375,608.21875,27236.3125
"Floadu SJ-C b5-2",21937.375,-115.6875,14403.875
"Floadu OJ-X d2-11",22075.03125,-116.78125,14566.1875
"Floadu KD-Z d1-20",22021.1875,-114.375,14475.625
"Floadu PB-C b5-1",22850.4375,-163.40625,14407.96875
"Phreia Pri WM-Y b57-0",15749.15625,-891.28125,27056.125
"Floadu KR-C d54",22708.5625,-161.125,14321.5
"Phipoae GF-H b13-0",15540.15625,596.15625,27390.78125
"Floadu OH-R b10-0",22819.28125,-184.125,14516.34375
"Gria Prau BS-F c27",10536.03125,-74.3125,46310.09375
"Floadu XF-H b16-0",22115.125,-120.5,14637.53125
"Oochosy VM-V b47-0",4285.9375,-520.25,-1309.03125
"Floadu AM-H b2-2",21789,-140.90625,14342.3125
"Floadu KH-C d10",22391.375,-343.53125,14369.03125
"Floadu XP-A b6-0",21958.6875,-123.9375,14419.375
"Phreia Pri YF-O e6-0",15617.8125,-799.34375,26943.90625
"Floadu GX-C b3-1",22260.78125,-444.21875,14358.9375
"Floadu NM-A b6-4",22758.375,-141.71875,14433.1875
"Blau Aed WD-I c23-22",4916.34375,27.5,12745.4375
"Phreia Pri HK-C b56-0",15677.90625,-847.78125,27029.8125
"Floadu GC-D b3-1",22312.3125,-408.4375,14362.25
"Phipoae QC-C d1",16314.25,878.65625,27137.46875
"Phipoae QC-C d2",16332.84375,865.4375,27110.28125
"Floadu JD-C b3-0",22158.53125,-524.21875,14359.25
"Floadu TI-F c9",22623.96875,-168.875,14311.875
"Floadu YI-H b2-2",22740.40625,-159.28125,14338.3125
"Floadu OE-A b4-0",22139.6875,-541.9375,14381.9375
"Floadu JI-C b3-0",22214.21875,-493.0625,14365.9375
"Phreia Pri OC-F c26-2",15569.34375,-774,26947.59375
"Phipoae OI-B d0",15518.5625,611.1875,27167.75
"Phipoae AN-E b1-0",15499.53125,635.21875,27119.9375
"Floadu QO-T b9-1",22030.84375,-115.8125,14502.59375
"Ogairy HC-B c27-862",883.5,19.875,20590.1875
"Floadu ZO-N b12-1",22852.125,-195.59375,14560.8125
"Hypunua HQ-N c20-17",26632.5,64.1875,40775.90625
"Wregoe RP-E d12-5",537.5,630.28125,25.71875
"Floadu ZI-H b2-2",22771.46875,-163,14349.75
"Floadu HC-X b7-0",21998.40625,-122.75,14459.375
"Floadu IX-C b3-0",22296.71875,-441.34375,14358.5625
"Floadu NH-Y c3-13",22783.75,-169.5625,14475.3125
"Floadu JN-C b3-1",22237.4375,-472.0625,14361.5
"Phipoae AU-Z b16-0",15540.75,560.9375,27457.625
"Floadu ZQ-C d41",21813.6875,-133.125,14353.53125
"Phreia Pri RX-E c26-1",15588.28125,-794.625,26937.03125
"Floadu ER-Y b6-1",21981.65625,-127.375,14435.96875
"Floadu ZA-Q b11-0",22053.1875,-121.59375,14549.625
"Braisoe MT-I c25-2217",31.21875,-374.25,32033.4375
"Plaa Trua MW-N d6-1",901.71875,1354.75,-493.5625
"Phreia Pri WD-D c27-0",15639.34375,-815.21875,26992.40625
"Floadu FU-W b7-0",22931.9375,-158.3125,14463.125
"Floadu VU-R b10-1",22042.03125,-112.25,14528.15625
"Floadu HS-F b3-1",21835.59375,-129.15625,14367.03125
"Phipoae FA-Y b17-0",15558.875,556.21875,27478.21875
"Smojou BT-F c25-15",5520.6875,256.71875,3872.65625
"Floadu BQ-C c1-0",22375.4375,-375.15625,14361.96875
"Praea Ais BA-A e0",7781.03125,1276.40625,10466.78125
"Floadu LD-E b4-0",21890.875,-124.0625,14381.71875
"Floadu DV-S c6-6",22894.8125,-214.96875,14591.625
"Iwhaind CA-A f222",-3023.6875,-1200.78125,32322
"Floadu IS-F b3-2",21863.4375,-131.5625,14373.375
"Floadu MC-C d7",22345.78125,-396.03125,14358.5625
"Prieluia DZ-P c6-13",957.53125,463.21875,8198.1875
"Floadu WZ-F b2-1",22432.375,-291.875,14352.78125
"Floadu VJ-G b2-1",22491,-262.53125,14343.84375
"Phipoae OE-N b25-0",16314.96875,903.15625,27642.3125
"Phipoae AV-E b16-0",16307.25,908.90625,27453.65625
"Phipoae WO-G b15-0",16302.8125,902.75,27417.375
"Phipoae QT-X b19-0",16302.40625,907.4375,27516.15625
"Phipoae UZ-V b20-0",16313.34375,908.9375,27543.65625
"Oochosy KO-G d11-10",4304.1875,-567.34375,-1315.96875
"Floadu UT-G b2-1",22541.40625,-223.09375,14342.03125
"Phipoae OC-K b13-0",16304.46875,903.78125,27383.84375
"Phipoae IJ-E b30-0",16297.75,896.9375,27736.84375
"Phipoae UB-Z b32-0",16296.4375,900.375,27796.9375
"Floadu AL-E b3-2",22460.78125,-272.875,14362
"Swoidai QY-Y d1-6",5763.3125,-209.96875,385.84375
"Floadu IB-T b9-2",22794.6875,-181.375,14499.40625
"Floadu BB-E b3-1",22407.0625,-311.90625,14358.625
"Floadu ZU-E b3-0",22518.15625,-243.40625,14356.15625
"Phreia Pri DN-A d14-11",15709.875,-881.34375,27053.5625
"Floadu KQ-D b4-0",22793,-173.5625,14375.625
"Floadu NT-K b14-0",22078.0625,-121.09375,14595.46875
"Eodgosly GT-F b41-0",-9979.125,541,11337.84375
"Phipoae BO-B b4-0",16288.65625,888.53125,27185.75
"Floadu PQ-P c8-5",22163.46875,-122.8125,14667.5625
"Hypuae Audst ZU-G d10-1807",687.9375,1369.21875,25466.9375
"Floadu RN-I b1-2",22569.59375,-210.34375,14329.34375
"Phipoae KF-Q b8-0",15537.9375,615.34375,27280.03125
"Phipoae RC-Z c2-0",16296.4375,898.21875,27218.09375
"Greae Phoea PM-X b46-2",4796.09375,-501.3125,16581.0625
"Phipoae NY-D c14-2",16299.40625,901.5625,27703.75
"Phipoae DH-B c1-2",15502.59375,617.65625,27144.28125
"Phreia Pri AJ-E b55-0",15660.03125,-830.75,27010.53125
"Outotz IK-C b40-0",352.15625,2.21875,-1478.875
"Slegeae PI-Z d1-0",3386.78125,-91.375,-3455.0625
"Hypunua YD-R c18-19",26590.15625,67.96875,40709.21875
"Blau Aed KV-T b44-4",4900.59375,21.375,12698.59375
"Prieluia MW-V d2-23",970.34375,534.59375,8155.84375
"Oochosy CN-W b46-0",4340.375,-600.25,-1342.6875
"Smojou BT-F c25-14",5520.15625,261.0625,3873.40625
"Phipoae HS-Q b23-0",16318.8125,902.09375,27611.21875
"Juenae UE-R d4-7271",-1.8125,-1236.34375,26285.28125
"Ploxao CQ-O a74-1",-918.5,-35.71875,57326.59375
"Pro Eurl DP-T b44-1",1653.65625,13.34375,1193.5
"Phipoae QZ-V c3-0",15535.53125,615.03125,27257.40625
"Iwhaind FA-A e3564",-3021.34375,-1206.40625,32338.40625
"Braisoe IN-K c24-1676",27.28125,-367.96875,31982.625
"Hypuae Audst FC-K c22-89",650.875,1361.375,25525.1875
"NGC 4609 Sector HF-D b30-0",3626.40625,290.3125,2235.65625
"Prooe Drye IJ-W b35-0",-2582.9375,-99.65625,975.53125
"Swoidai LI-W c4-1",5829.03125,-201.75,418.8125
"Phipoae CZ-I b12-0",15548.15625,607.15625,27365.6875
"Smojou CT-F c25-16",5535.90625,255.78125,3866.375
"Phipoae US-B b16-0",15537.34375,579.1875,27438.125
"Phipoae QM-D b15-0",15535.53125,577.75,27415.5625
"Blua Hypue QS-B b0",-5022.6875,-1124.84375,11754.34375
"Praea Ais CA-A d3",7820.96875,1288.34375,10490
"Phipoae UI-A d1-1",16308.6875,894.9375,27252.5625
"Phipoae AG-M d8-8",16314.1875,909.6875,27873.34375
"Hypuejio YA-U d4-5",-16034.65625,-95.5,27518.1875
"Blae Drye KS-I b42-6",-2341.65625,-234.375,4959.625
"Blau Aed XC-Z b41-20",4885.5625,25.28125,12650.90625
"Phipoae BR-S b22-0",16318.625,920.53125,27579.21875
"Pro Eur SP-G d10-77",3803.25,21.375,1123.5625
"Phipoae XQ-J b27-0",16320.9375,897.03125,27678.59375
"Bleia Eohn KJ-G a65-0",-178.3125,-36.4375,2191.125
"Hypunua PR-U c16-13",26540.90625,75.6875,40645.96875
"Phipoae RV-Y b3-0",15515.21875,598.4375,27194
"Phipoae AG-M d8-5",16300.25,909.25,27844.1875
"Iwhaind FA-A e1223",-3020.09375,-1285.625,32357.15625
"Phipoae GQ-N b11-0",16307.71875,898.375,27350.1875
"Smojou EO-F c25-13",5535.53125,254.59375,3878.90625
"Hypuejio YA-U d4-6",-16026.28125,-85.90625,27501.90625
"Smojoo HM-W b43-3",-3592.3125,124.4375,3728.5625
"Preia Phoe UC-B b4-10",-4935.09375,-428.6875,10549.21875
"NGC 4609 Sector RP-B c15-4",3636.75,285.8125,2242.21875
"Swoidai WE-X d2-11",5880.28125,-201.9375,472.28125
"Praea Euq XX-L c7-13",630.6875,-19.3125,553.9375
"Blau Aed BK-I d9-210",4870.09375,21.71875,12603.3125
"Phipoae RE-C c15-2",16304.34375,895.71875,27765.96875
"Slegeae II-X b7-0",3379.21875,-100.46875,-3463.40625
"Hypuae Audst GH-D d12-2805",615.59375,1357.21875,25585.5
"Fe 1 Sector PW-T b4-8",3747.90625,17.59375,1120.6875
"Phipoae IH-B b18-0",16297.84375,896.53125,27480.34375
"Hypoe Blooe RI-B e1627",-3027.5,-1316.625,32362.84375
"Phipoae ZF-W d2-0",15540.3125,617.40625,27336.59375
"Ploxao VD-A c17-2",-866.71875,-54.65625,57281.1875
"Wregoe RQ-P b50-1",533.3125,701.5625,31.5
"Smojou ZQ-D d12-3",5528.5,256.71875,3889.40625
"Floadu SZ-I b15-0",22096.28125,-121.21875,14617.96875
"Boelts AE-E d13-1523",-7677.4375,-68.875,16728.84375
"Dryaea Chraei MZ-N c20-25",18287.125,152.84375,29271.25
"Juenae NE-H c10-721",-4.375,-1169.40625,26265.03125
"Oochosy MY-H d10-1",4416.03125,-701.46875,-1413.4375
"Blau Aed FE-G b38-18",4843.40625,23.09375,12562.875
"Eodgosly ES-J d9-8",-9941.0625,541.0625,11294.9375
"Fe 1 Sector LL-V b3-4",3695.875,7.28125,1103.9375
"Phipoae ZQ-Y c16-0",16296.03125,899.15625,27817.90625
"Praea Ais HL-Y c0",7838.8125,1329.53125,10498.03125
"Gria Prau AW-C d51",10535.21875,-74.84375,46310.9375
"Eoch Flyuae SH-T c4-204",-8220.125,-839.3125,17087.46875
"NGC 4609 Sector RP-B c15-2",3644.375,280.71875,2246
"Oochosy MY-H d10-6",4455.875,-730.25,-1408
"Juenae FI-J c9-969",2.34375,-1104.34375,26240.375
"Hypuejio YA-U d4-7",-15990.71875,-48.125,27524.03125
"Dryaea Chraei SZ-G d10-118",18233.8125,159.46875,29314.875
"Eoch Flyuae JW-C d6067",-7961.03125,-79.96875,16857.625
"Eodgosly SZ-M b37-1",-9893.4375,559.4375,11265.65625
"Hypoe Blooe WO-A f1664",-3024.59375,-1378.84375,32365.6875
"Prooe Drye ED-Y b34-7",-2577.3125,-103.90625,965.6875
"Smojou BT-F c25-1",5506.96875,269.5625,3855.09375
"Fachu BT-F d12-49",10462.28125,-169.1875,46056
"Oochosy OT-H d10-2",4459,-783.4375,-1411.09375
"NGC 4609 Sector ML-B b31-0",3645.96875,284.90625,2257.96875
"Byae Aihm SD-Z b2-0",22740.125,442.59375,15636.375
"Swoilz SA-D a67-0",1119.40625,-25.375,926.6875
"Juenae OT-R d4-3587",3.3125,-1037.78125,26218.875
"Praea Ais KW-W c1-0",7857.5,1339.71875,10535.4375
"Hypoae Ain XW-J b22-2",-5042.4375,10.53125,-5689.375
"Hegoo VK-R c4-3",2400.0625,17.625,-3403.3125
"Smojou ZG-K b51-0",5480.625,317.375,3876.59375
"Blau Aed OP-X b28-7",4746.6875,6.65625,12371.71875
"Greae Phoea FT-L c23-111",4717.40625,-489.5,16582.21875
"Hypoe Blooe RI-B e508",-3088.4375,-1428.5625,32363.71875
"Scheau Phoe TJ-T c6-3",-5446.125,-89,-5903.6875
"Oochosy IT-N c21-0",4497.25,-822.5625,-1420.125
"NGC 4609 Sector NL-B b31-0",3660.5,276.96875,2258
"Swoilz KY-Y d1-43",153.65625,-216.125,395.15625
"Greae Phoea TJ-Q e5-131",4713.84375,-486.4375,16581.625
"Smojou XV-D d12-25",5484.6875,331.34375,3873.09375
"Hypoae Ain ZV-E c11-5",-5041.0625,5,-5686.59375
"Blau Aed DI-B b27-18",4729.5625,16.875,12325.375
"Byeia Broae QI-V b2-0",8340.0625,40.28125,56599.46875
"Pria Eup MG-E b12-0",-18765.8125,106.65625,493.53125
"Byeia Broae KC-X b1-0",8296.0625,37.71875,56576.5625
"Byeia Broae CB-Z b0",8256.65625,58.15625,56557.0625
"Hypoe Blooe RT-Y d1-620",-3343.15625,-1620.71875,32425.4375
"Qautheia NT-Z d13-4",8224.0625,59.71875,56521.84375
"Oochosy PT-H d10-4",4531.84375,-823.8125,-1442.40625
"Swoilz OE-X d2-55",157.75,-219.34375,476.21875
"Juenae VN-V b17-2",6.84375,-970.59375,26199.6875
"Praea Ais FL-Y d3",7882.96875,1375.875,10550.84375
"Scheau Phoe PD-V c5-4",-5444.40625,-87.46875,-5908.125
"Blae Hypai ZV-T d4-66",8178.28125,-118.46875,12207.8125
"Greae Phoea TJ-Q e5-130",4693.65625,-493.40625,16580.90625
"Oochosy HI-P c20-0",4540.65625,-859.46875,-1461.84375
"Pria Eup FZ-H b10-0",-18718.375,134.9375,441.34375
"NGC 4609 Sector PG-B b31-1",3671.78125,272.5,2262.3125
"Hypoe Blooe XJ-A f348",-3583.4375,-1816.6875,32457.6875
"Hypoae Ain BD-I b23-1",-5042.25,-4.03125,-5682.96875
"Smojou XV-D d12-60",5492.03125,325.65625,3880.3125
"Swoiwns KO-C b5-6",-1210.78125,-98.875,329.6875
"Qautheia PO-Z d13-10",8185.9375,51.6875,56493.875
"Praea Euq ZB-W b15-6",638.625,-7.84375,560.71875
"Oochosy KD-P c20-0",4575.84375,-903.96875,-1459.6875
"Blau Aed VV-E b25-14",4715.78125,18.53125,12276.75
"Greae Phoea TJ-Q e5-178",4687.65625,-478.5625,16622.78125
"Swoidai XQ-J b14-1",5933.875,-226.65625,515.8125
"Swoilz XG-G b16-0",163.78125,-221.375,557.59375
"Pria Eup RQ-N b7-0",-18672.40625,158.875,389.46875
"Bleae Auwsy YJ-I d9-61",9737.875,-11.78125,45839.09375
"Oochosy IS-Q c19-0",4578.53125,-940.53125,-1499.8125
"Hypuejio YA-U d4-8",-15988.75,-40.65625,27521.125
"Eodgosly GR-S b34-2",-9823.96875,612.9375,11196.46875
"Pria Eup IO-R b5-0",-18618.625,201.15625,351.65625
"Prooe Drye QT-T b35-1",-1926.78125,-384.46875,977.0625
"Oochosy OT-O c20-0",4580.875,-984,-1463.53125
"Phroea Prao GR-V d2-2582",2845.4375,-853.875,26083.5
"Greae Phoea TJ-Q e5-215",4685.9375,-480.3125,16637.1875
"Hypunua SB-T b31-0",26496.46875,77.78125,40580.46875
"Qiedeau AH-L d8-1",172.59375,-745.71875,-5388.5
"Plio Eurl VS-A c14-10",2243.15625,239.15625,-445.125
"Aucopp XF-D c2",-2417.125,-610.9375,1498.65625
"Smojeia BP-I d9-46",-6490.5,73.28125,3596.28125
"Praea Ais JB-X c1-0",7920.875,1392.8125,10562.15625
"Hypoae Ain ZV-E c11-10",-5041.8125,-13.0625,-5683.625
"Hypunua BZ-Z c13-5",26458.03125,86.15625,40510.3125
"Prooe Drye ED-Y b34-3",-2568.3125,-100.59375,958.75
"Smojoo JZ-N c20-0",-3595.84375,137.6875,3658.53125
"Pria Eup BH-V b3-0",-18562.96875,215.09375,300.96875
"Aucopp ZL-B c1-3",-2467.21875,-617.84375,1543.28125
"Eafots ZQ-X c1-1",-5302.25,232.1875,-6066.375
"Qautheia BI-Z c27-0",8150.90625,39.4375,56464.46875
"Praea Ais OH-V c2-0",7954.09375,1411.5,10591.28125
"Blua Hypue YJ-A d4",-5003.9375,-1107.59375,11811.125
"Hypoe Blooe WP-W d2-111",-3557.40625,-1740.375,32456.9375
"Qautheia VO-A b55-0",8115.96875,40.21875,56437
"Eodgosly AR-L d8-6",-9793.03125,620.125,11188
"Froawns VZ-P d5-163",4070.65625,239.4375,14835.84375
"Praea Ais RS-T c3-0",7977.71875,1416.53125,10616.125
"Prooe Drye BV-A b32-0",-1920.78125,-371.5625,912.0625
"Prue Flyao TM-S a17-2",28050.59375,-33,38796.1875
"Pria Eup UZ-Y b1-0",-18502.5,240.46875,260.84375
"Eembairsch PE-A c1-0",22935.625,377.78125,29698.15625
"Praea Ais SS-T c3-0",8017.25,1418.4375,10615.78125
"Hypoe Blooe WE-Z e791",-3536.34375,-1662.03125,32451.125
"Jooro CR-N b6-1",28107.5,-24.9375,38765.3125
"Praei Bre DE-G b38-0",18894.75,21.59375,52253.34375
"Blae Drye QL-J d10-7",-2410.625,-70.78125,4936.34375
"Qiedeau BE-V c17-2",165.5,-732.09375,-5400.59375
"Wredgou EQ-V b58-0",-18459.6875,259.0625,199.40625
"Hypunua SM-D c12-10",26440.4375,88.40625,40432
"Bleae Auwsy BA-P b19-5",9329.09375,-17.125,45438.03125
"Byoomu EG-Y f1150",3832.78125,-1113.46875,25165
"Praei Bre SC-Z b41-0",18870.90625,29.625,52316.15625
"Hypoe Blooe KI-Z d1-746",-3407.25,-1364.78125,32422.9375
"Prai Flyao JX-C a12-0",28165.125,-34.9375,38736.4375
"Oochosy LN-Q c19-0",4621.4375,-984.90625,-1492.6875
"Qautheia UQ-C c26-0",8100.71875,12.375,56398.28125
"Froawns NY-I d9-218",4242.0625,282.5,15131.6875
"Eodgosly JA-N b24-0",-9722.25,698.4375,10977.71875
"Blae Hypai ZV-T d4-67",8179.3125,-123.375,12192.5
"Praei Bre YO-V b43-1",18830.34375,24.96875,52367.9375
"Swoidai HI-G b16-0",5995,-219.59375,556.34375
"Pyraleau PX-O c8-7",-2733.1875,-269.9375,5725.09375
"Praea Ais OM-V c2-0",8042.96875,1453.5,10602.75
"Col 285 Sector SE-H a26-0",-322.46875,-33.4375,-72.125
"Prooe Drye NY-Z c16-19",-2565.15625,-101.15625,956.5
"Hypunua XG-M b21-5",26396.28125,71.15625,40368.6875
"Iwhaind BA-A f3638",-3307.0625,-1101.90625,32402.78125
"Qautheia RV-C c26-1",8073.8125,21.875,56379.59375
"Eembairsch PO-B c0",22938.6875,323.25,29683.46875
"Aucopp FK-Z b3-0",-2519.4375,-617.46875,1586.6875
"Wredgou MD-A d14-12",-18399.6875,288.96875,158.34375
"Prai Flyao HL-G a10-2",28228.34375,-26.5625,38717.59375
"IC 1396 Sector MH-Q b20-2",-2504.28125,-2.46875,-494.25
"Blaa Dryou OJ-W c3-1",4104.125,-584.21875,4217.90625
"Praei Bre RD-I c23-8",18797.21875,22.5,52425.9375
"Froawns DC-C d13-71",4359.5625,315.25,15468.78125
"Hypunua GT-R b18-4",26345.03125,75.5,40306.5
"Praea Euq VV-X b14-2",650.28125,-22.8125,553.84375
"Greae Hype EE-G b3-7",4987.0625,-92.375,13087.46875
"Qautheia OK-E c25-2",8028.1875,7.375,56368.625
"Bleae Auwsy ZE-R d4-33",9314.03125,-7.09375,45434.03125
"Byoomu EG-Y f1390",3834.25,-1136.28125,25155.40625
"Smojou DE-E c26-12",5521.96875,315.84375,3911.6875
"Slegeae EC-Z b6-0",3379.40625,-100.5,-3466.09375
"Qiedeau YL-L d8-15",168.59375,-730.15625,-5404.53125
"Aucopp KW-V b5-0",-2581.75,-623.15625,1620.4375
"Eafots MV-Y d8",-5311.84375,234.625,-6064.3125
"Blae Hypai ZV-T d4-68",8189.21875,-117.3125,12200.4375
"Wredgou NQ-E b54-0",-18352.65625,287.3125,98.71875
"Hypunua YD-T d3-29",26346.40625,73.09375,40294.09375
"Eembairsch VP-Z c0",22939.875,260.09375,29695.6875
"Prai Flyao CC-B d1-5",28290.6875,-40,38698.65625
"Bleae Auwsy LC-V d2-27",9185.53125,185.78125,45276.40625
"Swoidai HH-P c8-10",6058.96875,-211.40625,592.65625
"Smojou CC-C d13-44",5537.46875,340.375,3921.9375
"Blae Eork IY-I b55-0",8588.90625,-356.96875,2677.96875
"Hypuae Audst GH-D d12-38",575.25,1352.34375,25642.40625
"Prooe Drye FY-D c14-6",-1921.75,-373.375,843.8125
"Jooro UM-W b1-1",28347.84375,-23.375,38669.59375
"Praei Bre TZ-K b49-0",18765.5625,29.53125,52484.34375
"Wredgou IC-C d13-1",-18288.5625,300.625,62.375
"IC 1396 Sector HH-Q b20-1",-2589.75,-2.875,-490.1875
"Eafots ZS-T b4-0",-5321.03125,239.625,-6082
"Blae Drye QL-J d10-8",-2409.96875,-88.53125,4949.71875
"Floadu RG-F c14-0",22380.25,-103.34375,14898.4375
"Phreia Pri ZO-C b43-0",15396.8125,-700.6875,26740.5625
"Prooe Drye NY-Z c16-14",-2561.40625,-104.3125,953.6875
"Phreia Pri MD-Y c28-0",16354.375,-1120.125,27055.75
"Floadu QT-B b19-1",22223.65625,-128.96875,14712.75
"Floadu UU-G b30-1",22417.65625,-112.78125,14935.9375
"Phreia Pri HU-C c27-1",15899.1875,-899.875,26977.40625
